País de residencia;Total Nacional y CCAA;Tipo de dato;Gastos y duración media de los viajes;Periodo;Total
Total;13 Madrid, Comunidad de;Dato base;Gasto total;2017;8.855,09
Total;13 Madrid, Comunidad de;Dato base;Gasto total;2016;7.597,41
Total;13 Madrid, Comunidad de;Dato base;Gasto medio por persona;2023;1.699
Total;13 Madrid, Comunidad de;Dato base;Gasto medio por persona;2022;1.592
Total;13 Madrid, Comunidad de;Dato base;Gasto medio por persona;2021;1.430
Total;13 Madrid, Comunidad de;Dato base;Gasto medio por persona;2020;1.346
Total;13 Madrid, Comunidad de;Dato base;Gasto medio por persona;2019;1.368
Total;13 Madrid, Comunidad de;Dato base;Gasto medio por persona;2018;1.300
Total;13 Madrid, Comunidad de;Dato base;Gasto medio por persona;2017;1.322
Total;13 Madrid, Comunidad de;Dato base;Gasto medio por persona;2016;1.314
Total;13 Madrid, Comunidad de;Dato base;Gasto medio diario por persona;2023;293
Total;13 Madrid, Comunidad de;Dato base;Gasto medio diario por persona;2022;281
Total;13 Madrid, Comunidad de;Dato base;Gasto medio diario por persona;2021;239
Total;13 Madrid, Comunidad de;Dato base;Gasto medio diario por persona;2020;232
Total;13 Madrid, Comunidad de;Dato base;Gasto medio diario por persona;2019;271
Total;13 Madrid, Comunidad de;Dato base;Gasto medio diario por persona;2018;243
Total;13 Madrid, Comunidad de;Dato base;Gasto medio diario por persona;2017;219
Total;13 Madrid, Comunidad de;Dato base;Gasto medio diario por persona;2016;207
Total;13 Madrid, Comunidad de;Dato base;Duración media de los viajes;2023;5,8
Total;13 Madrid, Comunidad de;Dato base;Duración media de los viajes;2022;5,66
Total;13 Madrid, Comunidad de;Dato base;Duración media de los viajes;2021;5,99
Total;13 Madrid, Comunidad de;Dato base;Duración media de los viajes;2020;5,8
Total;13 Madrid, Comunidad de;Dato base;Duración media de los viajes;2019;5,05
Total;13 Madrid, Comunidad de;Dato base;Duración media de los viajes;2018;5,35
Total;13 Madrid, Comunidad de;Dato base;Duración media de los viajes;2017;6,02
Total;13 Madrid, Comunidad de;Dato base;Duración media de los viajes;2016;6,33
Total;13 Madrid, Comunidad de;Tasa de variación anual;Gasto total;2023;38,42
Total;13 Madrid, Comunidad de;Tasa de variación anual;Gasto total;2022;209,39
Total;13 Madrid, Comunidad de;Tasa de variación anual;Gasto total;2021;34,6
Total;13 Madrid, Comunidad de;Tasa de variación anual;Gasto total;2020;-77,88
Total;13 Madrid, Comunidad de;Tasa de variación anual;Gasto total;2019;12,61
Total;13 Madrid, Comunidad de;Tasa de variación anual;Gasto total;2018;4,83
Total;13 Madrid, Comunidad de;Tasa de variación anual;Gasto total;2017;16,55
Total;13 Madrid, Comunidad de;Tasa de variación anual;Gasto total;2016;15,76
Total;13 Madrid, Comunidad de;Tasa de variación anual;Gasto medio por persona;2023;6,7
Total;13 Madrid, Comunidad de;Tasa de variación anual;Gasto medio por persona;2022;11,37
Total;13 Madrid, Comunidad de;Tasa de variación anual;Gasto medio por persona;2021;6,24
Total;13 Madrid, Comunidad de;Tasa de variación anual;Gasto medio por persona;2020;-1,63
Total;13 Madrid, Comunidad de;Tasa de variación anual;Gasto medio por persona;2019;5,23
Total;13 Madrid, Comunidad de;Tasa de variación anual;Gasto medio por persona;2018;-1,63
Total;13 Madrid, Comunidad de;Tasa de variación anual;Gasto medio por persona;2017;0,61
Total;13 Madrid, Comunidad de;Tasa de variación anual;Gasto medio por persona;2016;1,48
Total;13 Madrid, Comunidad de;Tasa de variación anual;Gasto medio diario por persona;2023;4,18
Total;13 Madrid, Comunidad de;Tasa de variación anual;Gasto medio diario por persona;2022;17,85
Total;13 Madrid, Comunidad de;Tasa de variación anual;Gasto medio diario por persona;2021;2,74
Total;13 Madrid, Comunidad de;Tasa de variación anual;Gasto medio diario por persona;2020;-14,23
Total;13 Madrid, Comunidad de;Tasa de variación anual;Gasto medio diario por persona;2019;11,34
Total;13 Madrid, Comunidad de;Tasa de variación anual;Gasto medio diario por persona;2018;10,79
Total;13 Madrid, Comunidad de;Tasa de variación anual;Gasto medio diario por persona;2017;5,78
Total;13 Madrid, Comunidad de;Tasa de variación anual;Gasto medio diario por persona;2016;5,02
Total;13 Madrid, Comunidad de;Tasa de variación anual;Duración media de los viajes;2023;2,42
Total;13 Madrid, Comunidad de;Tasa de variación anual;Duración media de los viajes;2022;-5,5
Total;13 Madrid, Comunidad de;Tasa de variación anual;Duración media de los viajes;2021;3,4
Total;13 Madrid, Comunidad de;Tasa de variación anual;Duración media de los viajes;2020;14,69
Total;13 Madrid, Comunidad de;Tasa de variación anual;Duración media de los viajes;2019;-5,49
Total;13 Madrid, Comunidad de;Tasa de variación anual;Duración media de los viajes;2018;-11,21
Total;13 Madrid, Comunidad de;Tasa de variación anual;Duración media de los viajes;2017;-4,89
Total;13 Madrid, Comunidad de;Tasa de variación anual;Duración media de los viajes;2016;-3,37
Total;Otras Comunidades Autónomas;Dato base;Gasto total;2023;8.359,86
Total;Otras Comunidades Autónomas;Dato base;Gasto total;2022;6.261,94
Total;Otras Comunidades Autónomas;Dato base;Gasto total;2021;2.661,08
Total;Otras Comunidades Autónomas;Dato base;Gasto total;2020;1.813,42
Total;Otras Comunidades Autónomas;Dato base;Gasto total;2019;6.475,76
Total;Otras Comunidades Autónomas;Dato base;Gasto total;2018;6.559,31
Total;Otras Comunidades Autónomas;Dato base;Gasto total;2017;6.339,58
Total;Otras Comunidades Autónomas;Dato base;Gasto total;2016;5.519,18
Total;Otras Comunidades Autónomas;Dato base;Gasto medio por persona;2023;1.032
Total;Otras Comunidades Autónomas;Dato base;Gasto medio por persona;2022;949
Total;Otras Comunidades Autónomas;Dato base;Gasto medio por persona;2021;791
Total;Otras Comunidades Autónomas;Dato base;Gasto medio por persona;2020;699
Total;Otras Comunidades Autónomas;Dato base;Gasto medio por persona;2019;799
Total;Otras Comunidades Autónomas;Dato base;Gasto medio por persona;2018;822
Total;Otras Comunidades Autónomas;Dato base;Gasto medio por persona;2017;834
Total;Otras Comunidades Autónomas;Dato base;Gasto medio por persona;2016;810
Total;Otras Comunidades Autónomas;Dato base;Gasto medio diario por persona;2023;145
Total;Otras Comunidades Autónomas;Dato base;Gasto medio diario por persona;2022;131
Total;Otras Comunidades Autónomas;Dato base;Gasto medio diario por persona;2021;104
Total;Otras Comunidades Autónomas;Dato base;Gasto medio diario por persona;2020;99
Total;Otras Comunidades Autónomas;Dato base;Gasto medio diario por persona;2019;117
Total;Otras Comunidades Autónomas;Dato base;Gasto medio diario por persona;2018;109
Total;Otras Comunidades Autónomas;Dato base;Gasto medio diario por persona;2017;111
Total;Otras Comunidades Autónomas;Dato base;Gasto medio diario por persona;2016;102
Total;Otras Comunidades Autónomas;Dato base;Duración media de los viajes;2023;7,13
Total;Otras Comunidades Autónomas;Dato base;Duración media de los viajes;2022;7,22
Total;Otras Comunidades Autónomas;Dato base;Duración media de los viajes;2021;7,6
Total;Otras Comunidades Autónomas;Dato base;Duración media de los viajes;2020;7,05
Total;Otras Comunidades Autónomas;Dato base;Duración media de los viajes;2019;6,81
Total;Otras Comunidades Autónomas;Dato base;Duración media de los viajes;2018;7,51
Total;Otras Comunidades Autónomas;Dato base;Duración media de los viajes;2017;7,5
Total;Otras Comunidades Autónomas;Dato base;Duración media de los viajes;2016;7,96
Total;Otras Comunidades Autónomas;Tasa de variación anual;Gasto total;2023;33,5
Total;Otras Comunidades Autónomas;Tasa de variación anual;Gasto total;2022;135,32
Total;Otras Comunidades Autónomas;Tasa de variación anual;Gasto total;2021;46,74
Total;Otras Comunidades Autónomas;Tasa de variación anual;Gasto total;2020;-72
Total;Otras Comunidades Autónomas;Tasa de variación anual;Gasto total;2019;-1,27
Total;Otras Comunidades Autónomas;Tasa de variación anual;Gasto total;2018;3,47
Total;Otras Comunidades Autónomas;Tasa de variación anual;Gasto total;2017;14,86
Total;Otras Comunidades Autónomas;Tasa de variación anual;Gasto total;2016;2,4
Total;Otras Comunidades Autónomas;Tasa de variación anual;Gasto medio por persona;2023;8,79
Total;Otras Comunidades Autónomas;Tasa de variación anual;Gasto medio por persona;2022;19,94
Total;Otras Comunidades Autónomas;Tasa de variación anual;Gasto medio por persona;2021;13,09
Total;Otras Comunidades Autónomas;Tasa de variación anual;Gasto medio por persona;2020;-12,43
Total;Otras Comunidades Autónomas;Tasa de variación anual;Gasto medio por persona;2019;-2,82
Total;Otras Comunidades Autónomas;Tasa de variación anual;Gasto medio por persona;2018;-1,47
Total;Otras Comunidades Autónomas;Tasa de variación anual;Gasto medio por persona;2017;2,99
Total;Otras Comunidades Autónomas;Tasa de variación anual;Gasto medio por persona;2016;-2,63
Total;Otras Comunidades Autónomas;Tasa de variación anual;Gasto medio diario por persona;2023;10,2
Total;Otras Comunidades Autónomas;Tasa de variación anual;Gasto medio diario por persona;2022;26,12
Total;Otras Comunidades Autónomas;Tasa de variación anual;Gasto medio diario por persona;2021;5
Total;Otras Comunidades Autónomas;Tasa de variación anual;Gasto medio diario por persona;2020;-15,41
Total;Otras Comunidades Autónomas;Tasa de variación anual;Gasto medio diario por persona;2019;7,15
Total;Otras Comunidades Autónomas;Tasa de variación anual;Gasto medio diario por persona;2018;-1,64
Total;Otras Comunidades Autónomas;Tasa de variación anual;Gasto medio diario por persona;2017;9,28
Total;Otras Comunidades Autónomas;Tasa de variación anual;Gasto medio diario por persona;2016;-1,04
Total;Otras Comunidades Autónomas;Tasa de variación anual;Duración media de los viajes;2023;-1,28
Total;Otras Comunidades Autónomas;Tasa de variación anual;Duración media de los viajes;2022;-4,91
Total;Otras Comunidades Autónomas;Tasa de variación anual;Duración media de los viajes;2021;7,71
Total;Otras Comunidades Autónomas;Tasa de variación anual;Duración media de los viajes;2020;3,52
Total;Otras Comunidades Autónomas;Tasa de variación anual;Duración media de los viajes;2019;-9,31
Total;Otras Comunidades Autónomas;Tasa de variación anual;Duración media de los viajes;2018;0,17
Total;Otras Comunidades Autónomas;Tasa de variación anual;Duración media de los viajes;2017;-5,76
Total;Otras Comunidades Autónomas;Tasa de variación anual;Duración media de los viajes;2016;-1,6
Reino Unido;Total;Dato base;Gasto total;2023;19.905,68
Reino Unido;Total;Dato base;Gasto total;2022;17.155,05
Reino Unido;Total;Dato base;Gasto total;2021;4.773,64
Reino Unido;Total;Dato base;Gasto total;2020;3.123,6
Reino Unido;Total;Dato base;Gasto total;2019;17.834,14
Reino Unido;Total;Dato base;Gasto total;2018;17.944,73
Reino Unido;Total;Dato base;Gasto total;2017;17.489,39
Reino Unido;Total;Dato base;Gasto total;2016;16.103,49
Reino Unido;Total;Dato base;Gasto medio por persona;2023;1.153
Reino Unido;Total;Dato base;Gasto medio por persona;2022;1.134
Reino Unido;Total;Dato base;Gasto medio por persona;2021;1.109
Reino Unido;Total;Dato base;Gasto medio por persona;2020;992
Reino Unido;Total;Dato base;Gasto medio por persona;2019;990
Reino Unido;Total;Dato base;Gasto medio por persona;2018;969
Reino Unido;Total;Dato base;Gasto medio por persona;2017;930
Reino Unido;Total;Dato base;Gasto medio por persona;2016;911
Reino Unido;Total;Dato base;Gasto medio diario por persona;2023;168
Reino Unido;Total;Dato base;Gasto medio diario por persona;2022;154
Reino Unido;Total;Dato base;Gasto medio diario por persona;2021;127
Reino Unido;Total;Dato base;Gasto medio diario por persona;2020;120
Reino Unido;Total;Dato base;Gasto medio diario por persona;2019;136
Reino Unido;Total;Dato base;Gasto medio diario por persona;2018;127
Reino Unido;Total;Dato base;Gasto medio diario por persona;2017;120
Reino Unido;Total;Dato base;Gasto medio diario por persona;2016;114
Reino Unido;Total;Dato base;Duración media de los viajes;2023;6,85
Reino Unido;Total;Dato base;Duración media de los viajes;2022;7,37
Reino Unido;Total;Dato base;Duración media de los viajes;2021;8,75
Reino Unido;Total;Dato base;Duración media de los viajes;2020;8,29
Reino Unido;Total;Dato base;Duración media de los viajes;2019;7,29
Reino Unido;Total;Dato base;Duración media de los viajes;2018;7,65
Reino Unido;Total;Dato base;Duración media de los viajes;2017;7,74
Reino Unido;Total;Dato base;Duración media de los viajes;2016;8,02
Reino Unido;Total;Tasa de variación anual;Gasto total;2023;16,03
Reino Unido;Total;Tasa de variación anual;Gasto total;2022;259,37
Reino Unido;Total;Tasa de variación anual;Gasto total;2021;52,83
Reino Unido;Total;Tasa de variación anual;Gasto total;2020;-82,49
Reino Unido;Total;Tasa de variación anual;Gasto total;2019;-0,62
Reino Unido;Total;Tasa de variación anual;Gasto total;2018;2,6
Reino Unido;Total;Tasa de variación anual;Gasto total;2017;8,61
Reino Unido;Total;Tasa de variación anual;Gasto total;2016;12,53
Reino Unido;Total;Tasa de variación anual;Gasto medio por persona;2023;1,65
Reino Unido;Total;Tasa de variación anual;Gasto medio por persona;2022;2,25
Reino Unido;Total;Tasa de variación anual;Gasto medio por persona;2021;11,89
Reino Unido;Total;Tasa de variación anual;Gasto medio por persona;2020;0,15
Reino Unido;Total;Tasa de variación anual;Gasto medio por persona;2019;2,21
Reino Unido;Total;Tasa de variación anual;Gasto medio por persona;2018;4,17
Reino Unido;Total;Tasa de variación anual;Gasto medio por persona;2017;2,07
Reino Unido;Total;Tasa de variación anual;Gasto medio por persona;2016;0,24
Reino Unido;Total;Tasa de variación anual;Gasto medio diario por persona;2023;9,33
Reino Unido;Total;Tasa de variación anual;Gasto medio diario por persona;2022;21,42
Reino Unido;Total;Tasa de variación anual;Gasto medio diario por persona;2021;6,03
Reino Unido;Total;Tasa de variación anual;Gasto medio diario por persona;2020;-11,9
Reino Unido;Total;Tasa de variación anual;Gasto medio diario por persona;2019;7,24
Reino Unido;Total;Tasa de variación anual;Gasto medio diario por persona;2018;5,39
Reino Unido;Total;Tasa de variación anual;Gasto medio diario por persona;2017;5,72
Reino Unido;Total;Tasa de variación anual;Gasto medio diario por persona;2016;3,84
Reino Unido;Total;Tasa de variación anual;Duración media de los viajes;2023;-7,03
Reino Unido;Total;Tasa de variación anual;Duración media de los viajes;2022;-15,79
Reino Unido;Total;Tasa de variación anual;Duración media de los viajes;2021;5,53
Reino Unido;Total;Tasa de variación anual;Duración media de los viajes;2020;13,68
Reino Unido;Total;Tasa de variación anual;Duración media de los viajes;2019;-4,69
Reino Unido;Total;Tasa de variación anual;Duración media de los viajes;2018;-1,16
Reino Unido;Total;Tasa de variación anual;Duración media de los viajes;2017;-3,45
Reino Unido;Total;Tasa de variación anual;Duración media de los viajes;2016;-3,46
Reino Unido;01 Andalucía;Dato base;Gasto total;2023;2.818
Reino Unido;01 Andalucía;Dato base;Gasto total;2022;2.449,2
Reino Unido;01 Andalucía;Dato base;Gasto total;2021;739,42
Reino Unido;01 Andalucía;Dato base;Gasto total;2020;542,29
Reino Unido;01 Andalucía;Dato base;Gasto total;2019;2.663,66
Reino Unido;01 Andalucía;Dato base;Gasto total;2018;2.900,93
Reino Unido;01 Andalucía;Dato base;Gasto total;2017;2.898,92
Reino Unido;01 Andalucía;Dato base;Gasto total;2016;2.841,88
Reino Unido;01 Andalucía;Dato base;Gasto medio por persona;2023;1.078
Reino Unido;01 Andalucía;Dato base;Gasto medio por persona;2022;1.022
Reino Unido;01 Andalucía;Dato base;Gasto medio por persona;2021;1.054
Reino Unido;01 Andalucía;Dato base;Gasto medio por persona;2020;930
Reino Unido;01 Andalucía;Dato base;Gasto medio por persona;2019;884
Reino Unido;01 Andalucía;Dato base;Gasto medio por persona;2018;930
Reino Unido;01 Andalucía;Dato base;Gasto medio por persona;2017;951
Reino Unido;01 Andalucía;Dato base;Gasto medio por persona;2016;939
Reino Unido;01 Andalucía;Dato base;Gasto medio diario por persona;2023;152
Reino Unido;01 Andalucía;Dato base;Gasto medio diario por persona;2022;134
Reino Unido;01 Andalucía;Dato base;Gasto medio diario por persona;2021;98
Reino Unido;01 Andalucía;Dato base;Gasto medio diario por persona;2020;102
Reino Unido;01 Andalucía;Dato base;Gasto medio diario por persona;2019;112
Reino Unido;01 Andalucía;Dato base;Gasto medio diario por persona;2018;107
